ticket_id,customer_id,customer_name,channel,issue_category,priority,agent_name,city,created_date,resolved_date,first_response_minutes,resolution_time_hours,ticket_status,csat_score,refund_amount_sar
TCK-000447,CUST-81273,Hessa Al-Zahrani,Phone,Delivery Issue,Medium,Noura Al-Shammari,Mecca,23-01-2025,Not Resolved,216,0.0,Pending,0,0.00
TCK-000448,CUST-16665,Ahmed Al-Dossari,Live Chat,General Inquiry,Medium,Faisal Al-Shehri,Medina,30-08-2024,02-09-2024,259,75.1,Resolved,1,0.00
TCK-000449,CUST-75082,Turki Al-Anazi,Live Chat,Account Management,Low,Faisal Al-Shehri,Dammam,19-04-2024,21-04-2024,173,59.3,Resolved,1,0.00
TCK-000450,CUST-42734,Reem Al-Subaie,Email,Complaint,Critical,Ahmed Al-Qahtani,Riyadh,03-01-2026,03-01-2026,5,4.5,Resolved,1,0.00
TCK-000451,CUST-52800,Sultan Al-Dossari,Branch,Account Management,High,Khalid Al-Ghamdi,Dammam,01-04-2026,01-04-2026,25,9.2,Closed,3,0.00
TCK-000452,CUST-62278,Yousef Al-Shammari,Branch,Technical Support,Low,Fahad Al-Otaibi,Buraidah,19-06-2024,Not Resolved,63,0.0,Open,0,0.00
TCK-000453,CUST-50947,Sara Al-Balawi,Email,Technical Support,Medium,Lama Al-Rashidi,Jeddah,29-06-2026,01-07-2026,62,49.6,Resolved,3,0.00
TCK-000454,CUST-91730,Fahad Al-Harbi,Live Chat,Technical Support,Medium,Reem Al-Mutairi,Riyadh,17-08-2024,Not Resolved,162,0.0,Pending,0,0.00
TCK-000455,CUST-57275,Abdullah Al-Balawi,Phone,Billing,Low,Faisal Al-Shehri,Jeddah,26-01-2025,Not Resolved,440,0.0,Pending,0,0.00
TCK-000456,CUST-55213,Bandar Al-Harbi,Branch,Account Management,Medium,Sara Al-Dossari,Dammam,13-10-2025,14-10-2025,181,43.9,Resolved,5,0.00
TCK-000457,CUST-58055,Hessa Al-Anazi,Social Media,Billing,Low,Maha Al-Balawi,Abha,17-09-2025,18-09-2025,671,37.6,Closed,3,441.73
TCK-000458,CUST-86959,Abdullah Al-Harbi,Phone,Account Management,Critical,Huda Al-Anazi,Dammam,01-06-2025,01-06-2025,16,2.4,Closed,1,0.00
TCK-000459,CUST-47276,Ahmed Al-Anazi,Live Chat,General Inquiry,Low,Maha Al-Balawi,Khobar,02-04-2024,03-04-2024,263,32.6,Closed,5,0.00
TCK-000460,CUST-23638,Ahmed Al-Dossari,Email,Refund Request,Low,Noura Al-Shammari,Jeddah,06-07-2025,06-07-2025,615,21.9,Resolved,5,0.00
TCK-000461,CUST-34594,Mohammed Al-Otaibi,Social Media,Complaint,High,Khalid Al-Ghamdi,Hail,07-06-2024,07-06-2024,17,6.7,Resolved,2,1526.99
TCK-000462,CUST-84785,Sara Al-Balawi,Phone,Technical Support,High,Noura Al-Shammari,Jeddah,21-12-2024,Not Resolved,8,0.0,Pending,0,0.00
TCK-000463,CUST-21776,Faisal Al-Dossari,Phone,Complaint,Medium,Sara Al-Dossari,Mecca,20-09-2026,Not Resolved,119,0.0,Escalated,0,0.00
TCK-000464,CUST-98111,Aisha Al-Subaie,WhatsApp,Billing,Medium,Faisal Al-Shehri,Medina,11-02-2025,15-02-2025,284,111.8,Resolved,4,0.00
TCK-000465,CUST-60365,Noura Al-Subaie,Email,Technical Support,Medium,Yousef Al-Malki,Riyadh,07-06-2025,08-06-2025,81,26.3,Closed,3,0.00
TCK-000466,CUST-68755,Sultan Al-Shammari,Live Chat,Complaint,Medium,Ahmed Al-Qahtani,Riyadh,16-06-2024,19-06-2024,95,85.1,Closed,5,0.00
TCK-000467,CUST-38319,Aisha Al-Mutairi,Live Chat,General Inquiry,Critical,Lama Al-Rashidi,Mecca,13-04-2026,13-04-2026,2,8.7,Resolved,4,0.00
TCK-000468,CUST-77806,Yousef Al-Otaibi,WhatsApp,Billing,Medium,Huda Al-Anazi,Riyadh,29-08-2026,Not Resolved,156,0.0,Open,0,0.00
TCK-000469,CUST-47326,Faisal Al-Zahrani,Phone,Billing,Low,Ahmed Al-Qahtani,Jeddah,21-01-2024,27-01-2024,631,166.8,Resolved,5,0.00
TCK-000470,CUST-41796,Nasser Al-Dossari,Email,Technical Support,Medium,Noura Al-Shammari,Jeddah,16-08-2025,Not Resolved,194,0.0,Pending,0,0.00
TCK-000471,CUST-80425,Abdullah Al-Shammari,Email,Refund Request,Low,Huda Al-Anazi,Riyadh,07-11-2024,10-11-2024,224,92.8,Closed,4,4346.89
TCK-000472,CUST-42302,Dana Al-Subaie,Live Chat,Account Management,High,Maha Al-Balawi,Riyadh,07-08-2024,08-08-2024,90,32.7,Resolved,5,0.00
TCK-000473,CUST-52944,Reem Al-Harbi,Phone,Complaint,Low,Lama Al-Rashidi,Abha,17-08-2026,26-08-2026,263,216.8,Resolved,2,0.00
TCK-000474,CUST-27225,Maha Al-Balawi,Live Chat,Refund Request,Medium,Maha Al-Balawi,Riyadh,25-02-2025,Not Resolved,40,0.0,Pending,0,0.00
TCK-000475,CUST-44146,Sultan Al-Balawi,Email,Technical Support,High,Sara Al-Dossari,Riyadh,29-12-2025,30-12-2025,26,25.8,Resolved,4,0.00
TCK-000476,CUST-67499,Mohammed Al-Rashidi,Phone,General Inquiry,Medium,Noura Al-Shammari,Khobar,31-07-2026,04-08-2026,218,98.6,Closed,4,0.00
TCK-000477,CUST-17366,Maha Al-Malki,Phone,Billing,Low,Yousef Al-Malki,Dammam,25-09-2026,01-10-2026,542,151.3,Resolved,5,0.00
TCK-000478,CUST-49602,Lama Al-Otaibi,Email,Complaint,High,Turki Al-Subaie,Abha,10-12-2025,10-12-2025,15,7.5,Resolved,3,0.00
TCK-000479,CUST-82580,Abdullah Al-Balawi,Phone,Delivery Issue,Medium,Huda Al-Anazi,Medina,30-05-2026,02-06-2026,159,79.8,Closed,5,0.00
TCK-000480,CUST-55794,Fahad Al-Shehri,Email,Billing,Medium,Turki Al-Subaie,Riyadh,03-09-2025,07-09-2025,154,113.7,Resolved,4,0.00
TCK-000481,CUST-68319,Dana Al-Qahtani,Email,Account Management,Medium,Sara Al-Dossari,Abha,26-05-2026,26-05-2026,53,20.4,Resolved,3,0.00
TCK-000482,CUST-67549,Khalid Al-Qahtani,WhatsApp,Billing,Low,Faisal Al-Shehri,Jeddah,11-01-2026,20-01-2026,229,229.8,Resolved,5,1404.63
TCK-000483,CUST-13956,Sara Al-Otaibi,Phone,Billing,Medium,Khalid Al-Ghamdi,Riyadh,17-01-2024,Not Resolved,24,0.0,Escalated,0,0.00
TCK-000484,CUST-34031,Fahad Al-Dossari,Phone,Technical Support,Low,Ahmed Al-Qahtani,Riyadh,18-08-2025,25-08-2025,480,169.7,Closed,3,0.00
TCK-000485,CUST-14747,Huda Al-Shammari,Live Chat,Account Management,Medium,Sara Al-Dossari,Abha,15-11-2024,19-11-2024,86,119.4,Resolved,4,0.00
TCK-000486,CUST-99237,Maha Al-Ghamdi,Live Chat,Technical Support,Low,Maha Al-Balawi,Tabuk,16-05-2026,24-05-2026,587,206.1,Resolved,4,0.00
TCK-000487,CUST-67737,Dana Al-Subaie,Live Chat,General Inquiry,Low,Reem Al-Mutairi,Riyadh,28-02-2026,07-03-2026,677,181.8,Resolved,3,0.00
TCK-000488,CUST-46269,Turki Al-Qahtani,WhatsApp,Billing,High,Khalid Al-Ghamdi,Riyadh,10-01-2024,10-01-2024,24,18.5,Resolved,5,0.00
TCK-000489,CUST-14776,Hessa Al-Qahtani,Email,Account Management,High,Yousef Al-Malki,Riyadh,13-10-2026,Not Resolved,34,0.0,Escalated,0,0.00
TCK-000490,CUST-47177,Fahad Al-Qahtani,Social Media,Billing,Medium,Huda Al-Anazi,Buraidah,04-09-2026,05-09-2026,260,42.5,Resolved,5,472.33
TCK-000491,CUST-84051,Sara Al-Malki,Branch,Complaint,Medium,Mohammed Al-Harbi,Khobar,25-04-2026,Not Resolved,139,0.0,Open,0,0.00
TCK-000492,CUST-76903,Dana Al-Harbi,Live Chat,Complaint,Low,Faisal Al-Shehri,Jeddah,21-02-2024,21-02-2024,496,10.9,Resolved,5,3899.08
TCK-000493,CUST-54396,Dana Al-Malki,Phone,Complaint,Medium,Faisal Al-Shehri,Khobar,26-05-2026,30-05-2026,212,111.3,Closed,5,3353.18
TCK-000494,CUST-40204,Turki Al-Ghamdi,Phone,Billing,Critical,Turki Al-Subaie,Riyadh,23-10-2025,23-10-2025,23,9.6,Resolved,2,0.00
TCK-000495,CUST-38294,Khalid Al-Malki,Email,Billing,Low,Reem Al-Mutairi,Buraidah,16-03-2024,24-03-2024,415,203.8,Resolved,3,0.00
TCK-000496,CUST-19673,Yousef Al-Malki,Phone,Delivery Issue,Medium,Abdullah Al-Zahrani,Dammam,01-04-2025,05-04-2025,235,109.3,Resolved,4,0.00
TCK-000497,CUST-94583,Maha Al-Mutairi,Live Chat,Complaint,Medium,Reem Al-Mutairi,Dammam,19-03-2024,Not Resolved,280,0.0,Pending,0,0.00
TCK-000498,CUST-85405,Hessa Al-Otaibi,Live Chat,Account Management,Low,Ahmed Al-Qahtani,Riyadh,28-02-2026,07-03-2026,632,174.6,Resolved,4,0.00
TCK-000499,CUST-38378,Sara Al-Zahrani,Live Chat,Account Management,High,Noura Al-Shammari,Riyadh,02-07-2024,Not Resolved,71,0.0,Open,0,0.00
TCK-000500,CUST-79135,Nasser Al-Zahrani,Phone,Technical Support,Low,Faisal Al-Shehri,Dammam,27-02-2026,06-03-2026,152,189.5,Closed,3,0.00
TCK-000501,CUST-49431,Turki Al-Dossari,WhatsApp,General Inquiry,Medium,Abdullah Al-Zahrani,Riyadh,03-05-2026,04-05-2026,85,27.9,Resolved,3,0.00
TCK-000502,CUST-78827,Fahad Al-Dossari,Email,Billing,Medium,Maha Al-Balawi,Mecca,14-06-2025,Not Resolved,214,0.0,Pending,0,0.00
TCK-000503,CUST-17482,Nasser Al-Malki,Email,Refund Request,Low,Turki Al-Subaie,Riyadh,03-08-2025,Not Resolved,649,0.0,Escalated,0,0.00
TCK-000504,CUST-18673,Reem Al-Subaie,Live Chat,Complaint,Low,Huda Al-Anazi,Riyadh,12-07-2024,12-07-2024,233,12.8,Resolved,4,0.00
TCK-000505,CUST-55494,Huda Al-Shehri,Branch,Delivery Issue,Low,Ahmed Al-Qahtani,Buraidah,04-10-2026,13-10-2026,259,218.0,Closed,5,0.00
TCK-000506,CUST-19500,Fahad Al-Ghamdi,WhatsApp,Technical Support,Medium,Sara Al-Dossari,Riyadh,27-05-2026,28-05-2026,34,38.0,Resolved,2,0.00
TCK-000507,CUST-97913,Mohammed Al-Mutairi,Email,General Inquiry,Low,Abdullah Al-Zahrani,Dammam,04-12-2025,Not Resolved,388,0.0,Open,0,0.00
TCK-000508,CUST-95504,Sara Al-Zahrani,Phone,General Inquiry,Medium,Lama Al-Rashidi,Riyadh,29-09-2026,Not Resolved,258,0.0,Open,0,0.00
TCK-000509,CUST-54396,Abdullah Al-Malki,Phone,Complaint,Low,Abdullah Al-Zahrani,Mecca,14-06-2026,21-06-2026,273,172.4,Resolved,3,0.00
TCK-000510,CUST-15153,Turki Al-Rashidi,Social Media,Billing,Medium,Turki Al-Subaie,Khobar,11-12-2025,14-12-2025,232,79.4,Resolved,5,0.00
TCK-000511,CUST-18211,Mohammed Al-Balawi,Live Chat,General Inquiry,Medium,Noura Al-Shammari,Jeddah,24-10-2025,24-10-2025,161,12.3,Resolved,3,0.00
TCK-000512,CUST-64644,Turki Al-Qahtani,Email,Technical Support,Medium,Huda Al-Anazi,Dammam,07-01-2024,11-01-2024,121,109.3,Closed,4,0.00
TCK-000513,CUST-33242,Ahmed Al-Balawi,Live Chat,Account Management,Medium,Faisal Al-Shehri,Riyadh,16-07-2026,18-07-2026,28,50.3,Closed,4,0.00
TCK-000514,CUST-50694,Aisha Al-Anazi,Phone,Technical Support,Medium,Turki Al-Subaie,Jeddah,14-07-2026,18-07-2026,161,103.3,Resolved,5,0.00
TCK-000515,CUST-15109,Faisal Al-Ghamdi,Branch,Delivery Issue,Medium,Lama Al-Rashidi,Abha,31-01-2026,Not Resolved,213,0.0,Escalated,0,0.00
TCK-000516,CUST-73372,Ahmed Al-Anazi,Phone,General Inquiry,Low,Faisal Al-Shehri,Abha,08-04-2024,13-04-2024,719,127.7,Resolved,4,0.00
TCK-000517,CUST-58325,Fahad Al-Otaibi,Live Chat,Refund Request,Low,Sara Al-Dossari,Buraidah,30-03-2025,05-04-2025,550,150.5,Resolved,5,281.13
TCK-000518,CUST-83866,Aisha Al-Shammari,Phone,Complaint,High,Sara Al-Dossari,Dammam,20-08-2026,Not Resolved,46,0.0,Pending,0,0.00
TCK-000519,CUST-99319,Turki Al-Zahrani,Phone,Complaint,Low,Maha Al-Balawi,Jeddah,15-12-2024,19-12-2024,527,104.2,Resolved,3,1586.86
TCK-000520,CUST-83847,Reem Al-Rashidi,Social Media,Complaint,High,Turki Al-Subaie,Mecca,06-09-2025,06-09-2025,72,4.8,Resolved,2,2801.51
TCK-000521,CUST-70212,Abdullah Al-Shehri,Branch,Billing,High,Mohammed Al-Harbi,Mecca,16-02-2026,17-02-2026,34,26.8,Resolved,5,0.00
TCK-000522,CUST-17974,Bandar Al-Zahrani,Phone,General Inquiry,High,Noura Al-Shammari,Riyadh,14-01-2025,15-01-2025,43,30.8,Resolved,5,0.00
TCK-000523,CUST-25934,Dana Al-Anazi,Phone,Billing,Medium,Reem Al-Mutairi,Riyadh,16-08-2025,19-08-2025,69,88.6,Resolved,4,0.00
TCK-000524,CUST-36283,Huda Al-Otaibi,WhatsApp,Refund Request,Low,Turki Al-Subaie,Jeddah,25-01-2026,Not Resolved,430,0.0,Escalated,0,0.00
TCK-000525,CUST-52689,Abdullah Al-Zahrani,Phone,Delivery Issue,Low,Mohammed Al-Harbi,Abha,19-08-2024,25-08-2024,536,151.8,Resolved,3,0.00
TCK-000526,CUST-90893,Lama Al-Subaie,Phone,Delivery Issue,Medium,Yousef Al-Malki,Jeddah,23-02-2024,25-02-2024,253,54.5,Resolved,4,0.00
TCK-000527,CUST-29817,Yousef Al-Balawi,Live Chat,Account Management,Low,Fahad Al-Otaibi,Jeddah,21-07-2026,26-07-2026,206,120.0,Resolved,4,0.00
TCK-000528,CUST-51508,Hessa Al-Dossari,Branch,General Inquiry,Critical,Faisal Al-Shehri,Mecca,11-08-2025,11-08-2025,25,11.9,Resolved,3,0.00
TCK-000529,CUST-15727,Hessa Al-Mutairi,WhatsApp,General Inquiry,Medium,Ahmed Al-Qahtani,Jeddah,19-03-2026,Not Resolved,49,0.0,Open,0,0.00
TCK-000530,CUST-54264,Maha Al-Malki,Phone,Technical Support,Low,Turki Al-Subaie,Buraidah,06-11-2025,06-11-2025,482,13.8,Resolved,5,0.00
TCK-000531,CUST-12717,Reem Al-Dossari,Email,Billing,High,Khalid Al-Ghamdi,Khobar,17-06-2026,Not Resolved,69,0.0,Pending,0,0.00
TCK-000532,CUST-89356,Sara Al-Dossari,Live Chat,Technical Support,Low,Yousef Al-Malki,Jeddah,21-03-2026,26-03-2026,524,125.9,Resolved,2,0.00
TCK-000533,CUST-84353,Khalid Al-Ghamdi,Live Chat,Technical Support,High,Fahad Al-Otaibi,Jeddah,31-12-2025,31-12-2025,69,7.1,Resolved,4,0.00
TCK-000534,CUST-47293,Faisal Al-Anazi,Email,Account Management,High,Ahmed Al-Qahtani,Khobar,19-01-2025,20-01-2025,24,28.2,Closed,5,0.00
TCK-000535,CUST-44389,Faisal Al-Rashidi,Phone,Complaint,Medium,Huda Al-Anazi,Riyadh,30-10-2024,Not Resolved,161,0.0,Pending,0,0.00
TCK-000536,CUST-92704,Sultan Al-Ghamdi,Email,General Inquiry,Critical,Mohammed Al-Harbi,Riyadh,21-09-2024,21-09-2024,2,8.2,Closed,2,0.00
TCK-000537,CUST-77433,Ahmed Al-Dossari,Email,General Inquiry,High,Reem Al-Mutairi,Riyadh,26-08-2025,27-08-2025,85,33.8,Resolved,4,0.00
TCK-000538,CUST-27261,Turki Al-Ghamdi,Social Media,Technical Support,Low,Khalid Al-Ghamdi,Mecca,09-05-2026,13-05-2026,118,97.9,Resolved,5,0.00
TCK-000539,CUST-62745,Yousef Al-Shammari,Live Chat,Technical Support,Medium,Turki Al-Subaie,Riyadh,14-01-2026,Not Resolved,258,0.0,Open,0,0.00
TCK-000540,CUST-75216,Turki Al-Anazi,Social Media,Account Management,Medium,Maha Al-Balawi,Buraidah,23-01-2025,27-01-2025,219,113.4,Resolved,5,0.00
TCK-000541,CUST-55566,Yousef Al-Rashidi,Email,Billing,High,Noura Al-Shammari,Tabuk,05-05-2024,Not Resolved,44,0.0,Pending,0,0.00
TCK-000542,CUST-28029,Aisha Al-Qahtani,Email,General Inquiry,Low,Khalid Al-Ghamdi,Riyadh,27-09-2024,28-09-2024,556,41.2,Resolved,5,0.00
TCK-000543,CUST-18361,Huda Al-Balawi,WhatsApp,Account Management,Critical,Ahmed Al-Qahtani,Riyadh,08-11-2025,08-11-2025,21,5.8,Closed,4,0.00
TCK-000544,CUST-33125,Faisal Al-Qahtani,WhatsApp,Technical Support,Critical,Huda Al-Anazi,Jeddah,07-07-2025,07-07-2025,9,11.9,Resolved,3,0.00
TCK-000545,CUST-71657,Khalid Al-Anazi,WhatsApp,Technical Support,Critical,Lama Al-Rashidi,Dammam,02-11-2024,02-11-2024,7,7.6,Resolved,3,0.00
TCK-000546,CUST-47845,Mohammed Al-Rashidi,Phone,Account Management,High,Sara Al-Dossari,Riyadh,20-05-2024,21-05-2024,29,25.4,Resolved,2,0.00
TCK-000547,CUST-90824,Fahad Al-Shammari,Branch,Technical Support,Medium,Huda Al-Anazi,Abha,30-11-2025,03-12-2025,265,90.8,Resolved,4,0.00
TCK-000548,CUST-37646,Faisal Al-Shammari,Email,Delivery Issue,High,Yousef Al-Malki,Dammam,27-04-2026,28-04-2026,65,40.2,Closed,4,0.00
TCK-000549,CUST-67917,Maha Al-Balawi,Email,Delivery Issue,Medium,Faisal Al-Shehri,Medina,10-05-2026,Not Resolved,170,0.0,Pending,0,0.00
TCK-000550,CUST-38299,Sara Al-Rashidi,Phone,Technical Support,Low,Faisal Al-Shehri,Mecca,19-12-2025,19-12-2025,254,12.7,Closed,4,0.00
TCK-000551,CUST-22744,Ahmed Al-Otaibi,Branch,Billing,Medium,Reem Al-Mutairi,Dammam,08-05-2025,10-05-2025,123,69.0,Resolved,4,0.00
TCK-000552,CUST-71082,Huda Al-Shehri,Branch,Billing,High,Abdullah Al-Zahrani,Jeddah,28-07-2026,Not Resolved,83,0.0,Pending,0,0.00
TCK-000553,CUST-22699,Maha Al-Anazi,Live Chat,Account Management,Low,Mohammed Al-Harbi,Medina,04-04-2024,06-04-2024,470,61.9,Resolved,4,0.00
TCK-000554,CUST-99082,Turki Al-Otaibi,Phone,Billing,Critical,Noura Al-Shammari,Mecca,25-03-2024,25-03-2024,17,3.7,Resolved,4,0.00
TCK-000555,CUST-67302,Khalid Al-Qahtani,Phone,Technical Support,High,Abdullah Al-Zahrani,Abha,23-12-2024,24-12-2024,8,34.5,Resolved,3,0.00
TCK-000556,CUST-89860,Ahmed Al-Harbi,Phone,Billing,Low,Noura Al-Shammari,Riyadh,27-05-2024,Not Resolved,343,0.0,Escalated,0,0.00
TCK-000557,CUST-85501,Mohammed Al-Qahtani,Live Chat,Account Management,Medium,Sara Al-Dossari,Tabuk,16-10-2025,Not Resolved,111,0.0,Escalated,0,0.00
TCK-000558,CUST-23215,Sultan Al-Anazi,WhatsApp,Technical Support,High,Turki Al-Subaie,Dammam,17-07-2024,18-07-2024,70,26.3,Resolved,3,0.00
TCK-000559,CUST-68155,Sara Al-Mutairi,Phone,Delivery Issue,Medium,Fahad Al-Otaibi,Riyadh,13-07-2025,Not Resolved,211,0.0,Pending,0,0.00
TCK-000560,CUST-25352,Sultan Al-Shammari,WhatsApp,Billing,Medium,Sara Al-Dossari,Medina,25-03-2025,27-03-2025,111,56.2,Resolved,4,0.00
TCK-000561,CUST-20414,Nasser Al-Harbi,WhatsApp,Technical Support,High,Reem Al-Mutairi,Abha,16-01-2026,16-01-2026,84,22.7,Resolved,5,0.00
TCK-000562,CUST-18147,Yousef Al-Subaie,Phone,General Inquiry,Low,Noura Al-Shammari,Riyadh,23-09-2024,Not Resolved,61,0.0,Open,0,0.00
TCK-000563,CUST-43318,Lama Al-Balawi,Phone,Account Management,Medium,Ahmed Al-Qahtani,Dammam,07-09-2026,10-09-2026,282,79.4,Resolved,3,0.00
TCK-000564,CUST-62851,Aisha Al-Otaibi,Live Chat,Complaint,Medium,Abdullah Al-Zahrani,Medina,06-05-2026,Not Resolved,153,0.0,Pending,0,0.00
TCK-000565,CUST-56517,Faisal Al-Dossari,Email,Refund Request,Low,Huda Al-Anazi,Jeddah,01-06-2024,07-06-2024,182,157.6,Resolved,3,109.03
TCK-000566,CUST-87766,Mohammed Al-Rashidi,Email,Billing,Medium,Abdullah Al-Zahrani,Riyadh,14-10-2026,17-10-2026,221,91.9,Closed,5,0.00
TCK-000567,CUST-17515,Abdullah Al-Qahtani,Live Chat,Complaint,Low,Sara Al-Dossari,Khobar,14-03-2026,19-03-2026,588,135.2,Resolved,2,0.00
TCK-000568,CUST-77703,Sultan Al-Zahrani,Email,Account Management,High,Fahad Al-Otaibi,Riyadh,05-08-2026,Not Resolved,44,0.0,Open,0,0.00
TCK-000569,CUST-10069,Nasser Al-Otaibi,WhatsApp,Complaint,Critical,Ahmed Al-Qahtani,Jeddah,14-10-2026,14-10-2026,21,5.6,Resolved,5,0.00
TCK-000570,CUST-19459,Khalid Al-Rashidi,Live Chat,Billing,Medium,Fahad Al-Otaibi,Medina,29-10-2025,29-10-2025,57,10.7,Resolved,1,0.00
TCK-000571,CUST-88021,Dana Al-Dossari,Phone,Account Management,Medium,Mohammed Al-Harbi,Riyadh,27-01-2024,30-01-2024,280,84.7,Resolved,3,0.00
TCK-000572,CUST-51788,Faisal Al-Harbi,Live Chat,Delivery Issue,High,Sara Al-Dossari,Riyadh,22-10-2024,Not Resolved,68,0.0,Open,0,0.00
TCK-000573,CUST-67894,Aisha Al-Shammari,Branch,Account Management,Medium,Sara Al-Dossari,Mecca,31-08-2024,04-09-2024,200,99.8,Resolved,3,0.00
TCK-000574,CUST-36322,Sultan Al-Otaibi,Phone,Account Management,Low,Turki Al-Subaie,Mecca,15-04-2025,21-04-2025,311,146.4,Closed,5,0.00
TCK-000575,CUST-94666,Aisha Al-Otaibi,Live Chat,Complaint,High,Mohammed Al-Harbi,Jeddah,04-09-2024,05-09-2024,45,24.6,Closed,1,0.00
TCK-000576,CUST-32089,Khalid Al-Zahrani,Phone,General Inquiry,Low,Yousef Al-Malki,Riyadh,19-05-2026,23-05-2026,478,107.1,Resolved,3,0.00
TCK-000577,CUST-49280,Yousef Al-Shehri,Phone,Billing,Medium,Abdullah Al-Zahrani,Riyadh,26-03-2024,30-03-2024,86,112.9,Resolved,5,0.00
TCK-000578,CUST-14040,Sara Al-Dossari,Email,Complaint,Low,Ahmed Al-Qahtani,Dammam,18-03-2024,24-03-2024,642,157.6,Resolved,4,0.00
TCK-000579,CUST-40123,Bandar Al-Shammari,WhatsApp,General Inquiry,Medium,Turki Al-Subaie,Medina,23-02-2024,26-02-2024,32,74.9,Resolved,3,0.00
TCK-000580,CUST-44318,Bandar Al-Ghamdi,Phone,Technical Support,High,Yousef Al-Malki,Riyadh,25-07-2024,26-07-2024,84,24.5,Resolved,5,0.00
TCK-000581,CUST-71411,Aisha Al-Malki,Branch,Technical Support,Low,Sara Al-Dossari,Abha,22-04-2025,29-04-2025,273,189.8,Resolved,4,0.00
TCK-000582,CUST-52709,Dana Al-Shehri,Phone,General Inquiry,High,Reem Al-Mutairi,Hail,12-05-2024,13-05-2024,88,40.4,Resolved,4,0.00
TCK-000583,CUST-69495,Lama Al-Mutairi,WhatsApp,Billing,High,Mohammed Al-Harbi,Jeddah,06-11-2025,06-11-2025,34,14.8,Resolved,4,0.00
TCK-000584,CUST-86388,Ahmed Al-Anazi,Branch,Refund Request,Medium,Ahmed Al-Qahtani,Riyadh,04-07-2024,08-07-2024,146,103.2,Resolved,3,0.00
TCK-000585,CUST-59105,Reem Al-Harbi,WhatsApp,General Inquiry,Medium,Reem Al-Mutairi,Jeddah,13-10-2026,Not Resolved,94,0.0,Open,0,0.00
TCK-000586,CUST-16474,Hessa Al-Subaie,Social Media,Refund Request,Low,Reem Al-Mutairi,Riyadh,04-04-2024,07-04-2024,253,73.4,Resolved,4,0.00
TCK-000587,CUST-13239,Reem Al-Mutairi,Live Chat,General Inquiry,High,Abdullah Al-Zahrani,Mecca,24-06-2026,Not Resolved,88,0.0,Escalated,0,0.00
TCK-000588,CUST-56445,Sultan Al-Ghamdi,Live Chat,Account Management,Medium,Fahad Al-Otaibi,Jeddah,07-06-2026,09-06-2026,41,50.6,Closed,3,0.00
TCK-000589,CUST-65183,Mohammed Al-Ghamdi,Email,Complaint,Medium,Khalid Al-Ghamdi,Jeddah,03-08-2024,07-08-2024,26,109.4,Resolved,5,3882.32
TCK-000590,CUST-31918,Ahmed Al-Subaie,Phone,Billing,Medium,Maha Al-Balawi,Riyadh,22-03-2026,Not Resolved,90,0.0,Open,0,0.00
TCK-000591,CUST-98392,Fahad Al-Zahrani,Live Chat,General Inquiry,Medium,Faisal Al-Shehri,Riyadh,18-11-2025,18-11-2025,168,12.8,Resolved,5,0.00
TCK-000592,CUST-52646,Dana Al-Otaibi,Social Media,Complaint,Critical,Faisal Al-Shehri,Riyadh,14-06-2024,14-06-2024,4,9.4,Resolved,3,2320.91
TCK-000593,CUST-22429,Ahmed Al-Ghamdi,Phone,Technical Support,Medium,Ahmed Al-Qahtani,Mecca,23-08-2024,27-08-2024,132,97.1,Resolved,5,0.00
TCK-000594,CUST-17617,Nasser Al-Harbi,WhatsApp,Refund Request,High,Mohammed Al-Harbi,Dammam,06-06-2025,06-06-2025,14,15.3,Closed,4,757.01
TCK-000595,CUST-18353,Noura Al-Ghamdi,WhatsApp,Complaint,Low,Faisal Al-Shehri,Medina,26-07-2025,29-07-2025,529,88.3,Closed,4,2695.10
TCK-000596,CUST-26915,Faisal Al-Otaibi,Email,Billing,Critical,Turki Al-Subaie,Jeddah,05-04-2024,05-04-2024,19,1.1,Resolved,4,0.00
TCK-000597,CUST-15032,Fahad Al-Mutairi,Live Chat,Account Management,Low,Fahad Al-Otaibi,Dammam,30-05-2024,Not Resolved,551,0.0,Open,0,0.00
TCK-000598,CUST-79266,Ahmed Al-Rashidi,Branch,Billing,Low,Noura Al-Shammari,Mecca,02-05-2026,08-05-2026,448,145.0,Resolved,5,0.00
TCK-000599,CUST-19644,Faisal Al-Shammari,Phone,Complaint,High,Faisal Al-Shehri,Riyadh,19-07-2026,20-07-2026,57,42.5,Resolved,2,2269.89
TCK-000600,CUST-93469,Mohammed Al-Malki,Email,Technical Support,Medium,Huda Al-Anazi,Dammam,07-06-2024,10-06-2024,234,81.0,Resolved,4,0.00
TCK-000601,CUST-28685,Turki Al-Dossari,Email,General Inquiry,Low,Lama Al-Rashidi,Mecca,16-05-2024,18-05-2024,206,64.9,Closed,5,0.00
TCK-000602,CUST-94330,Dana Al-Otaibi,WhatsApp,Refund Request,Medium,Mohammed Al-Harbi,Jeddah,30-04-2026,Not Resolved,82,0.0,Pending,0,0.00
TCK-000603,CUST-37655,Fahad Al-Zahrani,Phone,Technical Support,Medium,Sara Al-Dossari,Riyadh,18-02-2025,21-02-2025,47,94.3,Resolved,5,0.00
TCK-000604,CUST-27814,Hessa Al-Otaibi,Email,Complaint,Medium,Khalid Al-Ghamdi,Khobar,15-06-2024,Not Resolved,180,0.0,Pending,0,0.00
